longitude,latitude,YR,MO,X,Y,TOT,CR
-73.926956,40.65621869,2014,5,1004517,178363,1,FELONY ASSAULT
-73.85429833,40.89844962,2014,1,1024530,266641,2,ROBBERY
-73.91409802,40.80627382,2014,7,1008031,233036,1,ROBBERY
-73.92706342,40.6799309,2014,6,1004480,187002,1,RAPE
-73.88151032,40.67140341,2014,6,1017119,183909,1,FELONY ASSAULT
-74.005463,40.73454998,2014,6,982736,206893,1,ROBBERY
-73.86772103,40.74800029,2014,3,1020902,211821,1,ROBBERY
-73.85339526,40.74372857,2014,6,1024874,210271,1,ROBBERY
-73.84719674,40.68488373,2014,5,1026629,188835,1,FELONY ASSAULT
-73.82544382,40.68491866,2014,6,1032662,188859,1,ROBBERY
-73.84559495,40.69772164,2014,6,1027065,193513,1,FELONY ASSAULT
-73.94521933,40.75542463,2014,6,999427,214503,1,ROBBERY
-73.8899582,40.8277582,2014,6,1014704,240871,1,FELONY ASSAULT
-73.8958266,40.8275825,2014,6,1013080,240805,1,FELONY ASSAULT
-73.88266396,40.82914258,2014,6,1016722,241378,1,ROBBERY
-73.89087695,40.82938395,2014,6,1014449,241463,1,FELONY ASSAULT
-73.91451801,40.8308284,2014,6,1007906,241982,1,FELONY ASSAULT
-73.82191409,40.86440567,2014,6,1033508,254254,1,ROBBERY
-73.88073802,40.82710677,2014,6,1017256,240637,1,ROBBERY
-73.85311718,40.87313384,2014,6,1024872,257418,1,FELONY ASSAULT
-73.9141631,40.83143472,2014,6,1008004,242203,1,FELONY ASSAULT
-73.95205349,40.66814698,2014,6,997551,182704,1,RAPE
-73.91665031,40.69500635,2014,6,1007363,192497,1,ROBBERY
-73.93795355,40.67011648,2014,6,1001462,183424,1,ROBBERY
-73.92973599,40.6687229,2014,6,1003742,182918,2,FELONY ASSAULT
-73.92973599,40.6687229,2014,6,1003742,182918,1,ROBBERY
-74.0086988,40.61735891,2014,6,981835,164197,1,FELONY ASSAULT
-73.91021851,40.68843602,2014,6,1009149,190105,1,ROBBERY
-73.90477693,40.85787811,2014,3,1010591,251840,1,ROBBERY
-73.94289099,40.67571289,2014,6,1000091,185462,1,FELONY ASSAULT
-73.94594802,40.67587905,2014,6,999243,185522,1,FELONY ASSAULT
-73.94943203,40.80236155,2014,6,998250,231603,1,ROBBERY
-73.97063629,40.79000664,2014,6,992381,227099,1,RAPE
-73.84668073,40.79169522,2014,6,1026704,227750,1,FELONY ASSAULT
-73.82684243,40.71144625,2014,6,1032255,198523,1,ROBBERY
-73.75899937,40.70076781,2014,6,1051074,194677,1,FELONY ASSAULT
-73.78119316,40.67569193,2014,6,1044943,185525,1,RAPE
-73.86173306,40.81608197,2014,3,1022522,236628,1,FELONY ASSAULT
-73.85040033,40.75319961,2014,6,1025698,213723,1,FELONY ASSAULT
-74.09596707,40.64193172,2014,6,957617,173164,1,ROBBERY
-73.90264733,40.83341824,2014,6,1011190,242929,1,ROBBERY
-73.85799394,40.83467015,2014,6,1023546,243402,1,ROBBERY
-73.90517336,40.83084305,2014,3,1010492,241990,1,FELONY ASSAULT
-73.91964575,40.84269473,2014,6,1006483,246304,1,ROBBERY
-73.90391111,40.83662512,2014,6,1010839,244097,1,FELONY ASSAULT
-73.90830833,40.83461957,2014,6,1009623,243365,2,FELONY ASSAULT
-73.92260592,40.81771711,2014,3,1005672,237203,1,MURDER
-73.8814044,40.68231104,2014,6,1017143,187883,1,FELONY ASSAULT
-73.90946547,40.68800725,2014,6,1009358,189949,1,FELONY ASSAULT
-73.95423499,40.65145686,2014,6,996949,176623,1,FELONY ASSAULT
-73.94284639,40.67727465,2014,6,1000103,186031,1,FELONY ASSAULT
-73.92859047,40.67134894,2014,6,1004059,183875,1,FELONY ASSAULT
-73.94963821,40.78763891,2014,6,998196,226239,1,FELONY ASSAULT
-73.9535806,40.79949505,2014,6,997102,230558,1,FELONY ASSAULT
-73.768477,40.66346098,2014,6,1048482,181078,2,FELONY ASSAULT
-73.82244923,40.7303208,2014,6,1033459,205402,1,ROBBERY
-73.74823101,40.67385139,2014,6,1054088,184879,1,FELONY ASSAULT
-73.77364924,40.67308077,2014,6,1047038,184579,1,FELONY ASSAULT
-73.81320399,40.73206556,2014,6,1036020,206043,1,RAPE
-73.91751467,40.84456512,2014,6,1007072,246986,1,FELONY ASSAULT
-73.88728005,40.66815665,2014,3,1015520,182724,1,FELONY ASSAULT
-73.90733306,40.8472719,2014,6,1009888,247975,2,FELONY ASSAULT
-73.87560571,40.83170149,2014,6,1018674,242313,1,FELONY ASSAULT
-73.90836852,40.84601291,2014,6,1009602,247516,3,FELONY ASSAULT
-73.88660161,40.83397997,2014,6,1015630,243139,1,FELONY ASSAULT
-73.87509172,40.83408335,2014,6,1018815,243181,1,ROBBERY
-73.90651549,40.67031207,2014,6,1010183,183503,1,FELONY ASSAULT
-73.91189424,40.68371905,2014,6,1008686,188386,1,FELONY ASSAULT
-73.94905684,40.64600903,2014,6,998387,174639,1,ROBBERY
-73.93813196,40.6682117,2014,6,1001413,182730,1,FELONY ASSAULT
-73.94280193,40.6282281,2014,6,1000127,168162,1,FELONY ASSAULT
-73.95211127,40.69310523,2014,6,997530,191797,1,FELONY ASSAULT
-73.93613479,40.67966181,2014,6,1001964,186902,1,ROBBERY
-73.90557082,40.67045677,2014,6,1010445,183556,1,FELONY ASSAULT
-73.91666624,40.69379592,2014,6,1007359,192056,1,FELONY ASSAULT
-73.92074671,40.67092111,2014,6,1006235,183721,1,FELONY ASSAULT
-73.7982373,40.59379645,2014,6,1040284,155677,1,FELONY ASSAULT
-73.90351954,40.8350109,2014,7,1010948,243509,1,FELONY ASSAULT
-73.92447938,40.74272118,2014,6,1005177,209879,1,FELONY ASSAULT
-73.8790269,40.74275102,2014,6,1017772,209904,1,ROBBERY
-73.89398008,40.74373466,2014,6,1013628,210257,1,RAPE
-73.87525263,40.74441306,2014,6,1018817,210511,1,ROBBERY
-73.82098583,40.75931413,2014,6,1033843,215966,1,FELONY ASSAULT
-73.75618848,40.59958333,2014,6,1051956,157815,1,FELONY ASSAULT
-73.82853488,40.75603191,2014,6,1031754,214766,1,FELONY ASSAULT
-73.78189406,40.59586088,2014,6,1044821,156440,1,FELONY ASSAULT
-73.94302442,40.75584625,2014,6,1000035,214657,1,FELONY ASSAULT
-74.14327586,40.62889964,2014,6,944480,168434,1,FELONY ASSAULT
-73.95820584,40.64084704,2014,3,995849,172757,1,RAPE
-74.08434889,40.61541517,2014,6,960832,163500,1,ROBBERY
-73.89576793,40.84658684,2014,6,1013088,247729,1,ROBBERY
-73.88927289,40.8530775,2014,6,1014882,250096,1,ROBBERY
-73.88725108,40.85802699,2014,6,1015439,251900,1,RAPE
-73.84812701,40.8194436,2014,6,1026286,237859,1,ROBBERY
-73.92924842,40.65940956,2014,3,1003880,179525,1,FELONY ASSAULT
-74.01527048,40.64034583,2014,6,980012,172572,1,ROBBERY
-73.95262728,40.63679631,2014,6,997398,171282,1,FELONY ASSAULT
-73.9491348,40.69500882,2014,6,998355,192491,1,ROBBERY
-73.86823198,40.6794394,2014,3,1020798,186842,1,FELONY ASSAULT
-74.01506475,40.63881701,2014,6,980069,172015,1,ROBBERY
-73.86920342,40.65104849,2014,6,1020544,176498,1,ROBBERY
-73.9275268,40.85401912,2014,6,1004299,250428,1,FELONY ASSAULT
-73.94946891,40.82514,2014,6,998235,239902,1,FELONY ASSAULT
-73.94203847,40.83531116,2014,6,1000289,243609,1,FELONY ASSAULT
-73.95134901,40.82348026,2014,6,997715,239297,1,FELONY ASSAULT
-73.94862281,40.83061259,2014,6,998468,241896,1,ROBBERY
-73.94249434,40.83469109,2014,6,1000163,243383,2,FELONY ASSAULT
-73.99066459,40.63642417,2014,3,986841,171143,1,ROBBERY
-73.96337951,40.80608867,2014,6,994388,232959,1,RAPE
-73.91057014,40.87792726,2014,6,1008981,259143,1,ROBBERY
-73.94340316,40.83262202,2014,6,999912,242629,1,ROBBERY
-73.91233355,40.72529161,2014,6,1008549,203532,1,FELONY ASSAULT
-73.75355627,40.60149359,2014,6,1052685,158513,1,FELONY ASSAULT
-73.90659276,40.70007919,2014,6,1010150,194348,1,ROBBERY
-73.8567638,40.89577938,2014,6,1023850,265667,1,FELONY ASSAULT
-73.88834547,40.85859895,2014,7,1015136,252108,1,ROBBERY
-73.9129695,40.80742576,2014,6,1008343,233456,2,FELONY ASSAULT
-73.86687874,40.86969771,2014,6,1021068,256160,1,ROBBERY
-73.88785946,40.8509682,2014,6,1015274,249328,1,FELONY ASSAULT
-73.92701038,40.66250977,2014,3,1004500,180655,2,ROBBERY
-73.89101877,40.66999376,2014,6,1014482,183392,1,FELONY ASSAULT
-73.99900934,40.62495681,2014,6,984525,166965,1,FELONY ASSAULT
-73.96885409,40.63950547,2014,6,992894,172267,1,ROBBERY
-73.92753936,40.64340367,2014,6,1004359,173694,1,ROBBERY
-73.97497988,40.68653326,2014,6,991189,189400,1,ROBBERY
-73.92460001,40.68395864,2014,6,1005162,188470,1,FELONY ASSAULT
-73.9343743,40.68808453,2014,6,1002450,189971,1,FELONY ASSAULT
-73.93370269,40.64186756,2014,3,1002649,173133,1,ROBBERY
-73.88510136,40.66689464,2014,3,1016125,182265,1,FELONY ASSAULT
-73.93710638,40.81924376,2014,6,1001658,237756,1,FELONY ASSAULT
-73.96640883,40.79438882,2014,6,993551,228696,1,ROBBERY
-73.9516558,40.69959916,2014,3,997655,194163,1,FELONY ASSAULT
-73.81059738,40.73512995,2014,6,1036740,207161,2,ROBBERY
-74.08070358,40.62120655,2014,6,961846,165609,1,FELONY ASSAULT
-73.89839072,40.81901852,2014,6,1012374,237684,1,FELONY ASSAULT
-73.90122558,40.81987734,2014,6,1011589,237996,1,ROBBERY
-73.89939601,40.82081445,2014,6,1012095,238338,1,FELONY ASSAULT
-73.78891622,40.7096016,2014,7,1042771,197874,1,FELONY ASSAULT
-73.9958487,40.76229944,2014,3,985400,217003,1,ROBBERY
-73.73423694,40.72884997,2014,7,1057909,204928,1,FELONY ASSAULT
-74.07862272,40.6283472,2014,7,962426,168210,1,ROBBERY
-73.90232858,40.82162118,2014,7,1011283,238631,1,FELONY ASSAULT
-73.91912987,40.83001929,2014,8,1006630,241686,1,ROBBERY
-73.88443551,40.79114366,2014,8,1016250,227533,32,FELONY ASSAULT
-73.89587177,40.82181315,2014,7,1013070,238703,1,FELONY ASSAULT
-73.92755308,40.83320876,2014,8,1004298,242846,1,ROBBERY
-73.9003252,40.8227942,2014,7,1011837,239059,1,ROBBERY
-73.87644267,40.84218171,2014,8,1018437,246131,1,ROBBERY
-73.91992293,40.82860632,2014,7,1006411,241171,1,ROBBERY
-73.92797027,40.66482147,2014,8,1004233,181497,2,FELONY ASSAULT
-73.9249871,40.66357893,2014,8,1005061,181045,1,ROBBERY
-73.93875393,40.63074848,2014,8,1001250,169081,1,ROBBERY
-73.9325043,40.66887552,2014,8,1002974,182973,2,FELONY ASSAULT
-73.90477645,40.64611539,2014,7,1010675,174688,1,ROBBERY
-73.97415025,40.72456728,2014,3,991415,203257,1,FELONY ASSAULT
-73.98210896,40.57692148,2014,7,989220,149465,1,ROBBERY
-73.95736672,40.57813914,2014,8,996093,149911,1,ROBBERY
-73.92278529,40.63509759,2014,7,1005681,170669,3,FELONY ASSAULT
-73.99010202,40.71263554,2014,7,986994,198909,1,ROBBERY
-73.94745733,40.79185933,2014,8,998799,227777,1,ROBBERY
-73.99709158,40.73701486,2014,3,985056,207791,1,FELONY ASSAULT
-73.984819,40.75386666,2014,8,988456,213931,1,FELONY ASSAULT
-73.83580451,40.68716542,2014,8,1029787,189672,1,ROBBERY
-73.84246699,40.69520594,2014,8,1027934,192598,1,FELONY ASSAULT
-73.80251145,40.69481768,2014,8,1039014,192479,1,FELONY ASSAULT
-73.77980822,40.70206935,2014,8,1045303,195136,1,FELONY ASSAULT
-73.85624534,40.74748973,2014,8,1024082,211640,1,ROBBERY
-73.92136086,40.83184607,2014,8,1006012,242351,1,FELONY ASSAULT
-73.91968069,40.83471039,2014,8,1006476,243395,1,FELONY ASSAULT
-73.86205518,40.83148572,2014,8,1022424,242240,1,FELONY ASSAULT
-73.87128356,40.82811764,2014,8,1019872,241009,1,ROBBERY
-73.88926009,40.82602836,2014,8,1014898,240241,1,FELONY ASSAULT
-73.87887318,40.82730519,2014,8,1017772,240710,1,ROBBERY
-73.92984094,40.85339201,2014,3,1003659,250199,1,RAPE
-73.89646364,40.82688866,2014,8,1012904,240552,1,RAPE
-73.8798056,40.82720736,2014,8,1017514,240674,1,FELONY ASSAULT
-73.86659211,40.82874634,2014,8,1021170,241240,1,FELONY ASSAULT
-73.90920672,40.83302011,2014,8,1009375,242782,1,FELONY ASSAULT
-73.84601225,40.88553334,2014,8,1026829,261939,1,FELONY ASSAULT
-73.89493948,40.65711341,2014,8,1013400,178698,1,RAPE
-73.96068109,40.59836402,2014,8,995169,157279,1,FELONY ASSAULT
-73.95639313,40.6412718,2014,8,996352,172912,1,RAPE
-73.97220669,40.68747133,2014,8,991958,189742,1,FELONY ASSAULT
-73.95463499,40.66739321,2014,8,996835,182429,1,ROBBERY
-73.92765889,40.69268898,2014,8,1004311,191650,1,FELONY ASSAULT
-73.95213703,40.66725771,2014,8,997528,182380,1,FELONY ASSAULT
-73.90006926,40.67322984,2014,8,1011970,184568,1,FELONY ASSAULT
-73.95152823,40.64191763,2014,8,997702,173148,1,RAPE
-73.99757514,40.73635064,2014,3,984922,207549,1,ROBBERY
-73.93988073,40.70368057,2014,8,1000919,195652,3,FELONY ASSAULT
-73.7828354,40.68396781,2014,8,1044480,188539,1,ROBBERY
-73.79616045,40.68318797,2014,8,1040785,188246,1,FELONY ASSAULT
-73.73917132,40.67850832,2014,8,1056596,186583,1,FELONY ASSAULT
-73.75510198,40.69650244,2014,8,1052159,193126,1,ROBBERY
-73.8536375,40.87330193,2014,7,1024728,257479,1,ROBBERY
-73.7827128,40.68728876,2014,8,1044511,189749,1,FELONY ASSAULT
-73.9940219,40.76480531,2014,3,985906,217916,1,FELONY ASSAULT
-73.87860245,40.83507794,2014,8,1017843,243542,2,FELONY ASSAULT
-73.86996908,40.83510421,2014,8,1020232,243555,1,ROBBERY
-73.9145783,40.84297105,2014,8,1007885,246406,1,FELONY ASSAULT
-73.96019937,40.65138223,2014,8,995294,176595,1,FELONY ASSAULT
-73.91108116,40.69590795,2014,8,1008907,192827,1,FELONY ASSAULT
-73.91356195,40.67110258,2014,8,1008228,183789,1,FELONY ASSAULT
-73.94561508,40.67742695,2014,8,999335,186086,1,FELONY ASSAULT
-73.98373868,40.68449821,2014,8,988760,188658,1,FELONY ASSAULT
-73.90957852,40.69505316,2014,8,1009324,192516,1,ROBBERY
-73.96106568,40.66752183,2014,8,995051,182475,1,FELONY ASSAULT
-73.86270087,40.67092961,2014,8,1022337,183744,1,FELONY ASSAULT
-73.90557564,40.67723363,2014,8,1010441,186025,1,ROBBERY
-73.9482378,40.6334101,2014,8,998617,170049,1,ROBBERY
-73.92881397,40.67136006,2014,8,1003997,183879,1,FELONY ASSAULT
-73.98724729,40.72040842,2014,8,987785,201741,1,FELONY ASSAULT
-73.95389741,40.816625,2014,8,997011,236799,1,ROBBERY
-73.95072352,40.82403717,2014,3,997888,239500,1,FELONY ASSAULT
-73.80512342,40.6919758,2014,8,1038292,191442,1,FELONY ASSAULT
-73.7348439,40.66335817,2014,8,1057813,181067,1,ROBBERY
-73.79708163,40.67787021,2014,8,1040534,186308,1,MURDER
-73.7339994,40.65096623,2014,8,1058061,176553,1,FELONY ASSAULT
-73.92011743,40.84718815,2014,8,1006351,247941,1,ROBBERY
-73.86279195,40.8439476,2014,8,1022213,246780,1,ROBBERY
-73.91310252,40.84664237,2014,8,1008292,247744,1,FELONY ASSAULT
-73.91104622,40.84642397,2014,8,1008861,247665,1,FELONY ASSAULT
-73.93162087,40.83087275,2014,8,1003173,241994,1,FELONY ASSAULT
-73.86650787,40.81669967,2014,8,1021200,236851,1,FELONY ASSAULT
-73.92044953,40.70247206,2014,8,1006307,195216,1,FELONY ASSAULT
-73.99589165,40.59276305,2014,8,985391,155236,1,ROBBERY
-73.9388626,40.70089135,2014,8,1001202,194636,1,ROBBERY
-73.92546388,40.66591779,2014,7,1004928,181897,1,FELONY ASSAULT
-73.95703752,40.81568203,2014,3,996142,236455,1,FELONY ASSAULT
-73.91889053,40.82479318,2014,6,1006698,239782,1,FELONY ASSAULT
-74.02899998,40.61824489,2014,6,976199,164521,1,ROBBERY
-73.88781436,40.65481753,2014,6,1015378,177864,2,ROBBERY
-73.96533777,40.70812933,2014,6,993860,197269,1,FELONY ASSAULT
-73.94011023,40.70114452,2014,6,1000856,194728,2,FELONY ASSAULT
-73.97979112,40.76586042,2014,6,989848,218301,1,ROBBERY
-73.98463762,40.72651244,2014,6,988508,203965,1,ROBBERY
-73.93143004,40.77409796,2014,6,1003242,221309,1,RAPE
-73.8258683,40.7018628,2014,6,1032532,195032,1,RAPE
-73.83458908,40.70617671,2014,6,1030111,196599,1,FELONY ASSAULT
-73.87018143,40.7410918,2014,6,1020224,209303,1,RAPE
-73.80928296,40.70269562,2014,6,1037130,195345,1,FELONY ASSAULT
-73.86314003,40.68880961,2014,6,1022205,190258,1,FELONY ASSAULT
-73.88439343,40.74050309,2014,6,1016286,209083,1,ROBBERY
-74.0846876,40.61552197,2014,3,960738,163539,1,FELONY ASSAULT
-73.81505464,40.58529114,2014,6,1035620,152568,1,FELONY ASSAULT
-73.75809352,40.72081648,2014,6,1051305,201982,1,FELONY ASSAULT
-73.80174968,40.71329967,2014,6,1039210,199213,1,FELONY ASSAULT
-73.87813274,40.76006396,2014,6,1018011,216212,1,FELONY ASSAULT
-73.88439559,40.74758181,2014,6,1016282,211662,1,FELONY ASSAULT
-74.12857057,40.63107443,2014,6,948563,169220,1,RAPE
-73.87729903,40.82465213,2014,6,1018209,239744,1,ROBBERY
-74.08624962,40.63689175,2014,3,960312,171325,1,FELONY ASSAULT
-73.85093211,40.88975564,2014,6,1025466,263475,1,FELONY ASSAULT
-73.91047493,40.8519596,2014,3,1009017,249682,1,ROBBERY
-73.87832106,40.82493318,2014,7,1017926,239846,1,FELONY ASSAULT
-74.01172338,40.672688,2014,7,980998,184355,1,ROBBERY
-73.89493948,40.65711341,2014,6,1013400,178698,1,FELONY ASSAULT
-73.90106883,40.64340315,2014,6,1011705,173701,1,FELONY ASSAULT
-74.00702874,40.62930984,2014,7,982299,168551,1,ROBBERY
-73.91850403,40.65653415,2014,7,1006862,178480,1,ROBBERY
-73.9588293,40.66989254,2014,7,995671,183339,1,FELONY ASSAULT
-73.86448798,40.87896651,2014,3,1021724,259538,1,FELONY ASSAULT
-73.93347217,40.69598895,2014,7,1002698,192851,1,FELONY ASSAULT
-73.93203557,40.70081616,2014,6,1003095,194610,1,RAPE
-73.9045452,40.64907407,2014,6,1010738,175766,1,FELONY ASSAULT
-73.93861272,40.67459356,2014,7,1001278,185055,2,FELONY ASSAULT
-73.90327921,40.84869308,2014,7,1011009,248494,1,ROBBERY
-73.8557438,40.89743864,2014,3,1024131,266272,1,FELONY ASSAULT
-73.80106518,40.69488107,2014,7,1039415,192503,1,FELONY ASSAULT
-73.82182734,40.68357367,2014,7,1033666,188371,1,FELONY ASSAULT
-73.82273664,40.68331432,2014,7,1033414,188276,2,FELONY ASSAULT
-73.84136289,40.69394457,2014,7,1028241,192139,1,FELONY ASSAULT
-73.88618517,40.81335848,2014,3,1015755,235626,1,ROBBERY
-73.85403195,40.83526904,2014,7,1024642,243622,2,FELONY ASSAULT
-73.88712595,40.82525503,2014,7,1015489,239960,1,FELONY ASSAULT
-73.91893497,40.83576933,2014,7,1006682,243781,1,ROBBERY
-73.87650609,40.82943258,2014,7,1018426,241486,1,FELONY ASSAULT
-73.90926105,40.83292409,2014,7,1009360,242747,1,FELONY ASSAULT
-73.95728997,40.59119888,2014,7,996112,154669,1,FELONY ASSAULT
-73.86623843,40.67753772,2014,7,1021352,186150,1,FELONY ASSAULT
-73.97949022,40.59412271,2014,7,989946,155732,1,ROBBERY
-73.94235909,40.79893555,2014,7,1000209,230356,2,FELONY ASSAULT
-73.97249028,40.72550011,2014,7,991875,203597,1,FELONY ASSAULT
-73.95275156,40.79203454,2014,7,997333,227840,1,RAPE
-73.94797063,40.79125298,2014,7,998657,227556,1,FELONY ASSAULT
-73.75580447,40.68390264,2014,7,1051977,188535,1,ROBBERY
-73.83057958,40.68865374,2014,7,1031235,190217,1,FELONY ASSAULT
-73.78648941,40.69587326,2014,7,1043456,192874,1,FELONY ASSAULT
-73.96009916,40.57789584,2014,3,995334,149822,1,ROBBERY
-73.91750128,40.84370601,2014,7,1007076,246673,1,FELONY ASSAULT
-73.90365749,40.8370723,2014,7,1010909,244260,1,FELONY ASSAULT
-73.90790259,40.83534111,2014,7,1009735,243628,1,RAPE
-73.82408181,40.87864026,2014,7,1032898,259439,1,FELONY ASSAULT
-73.89512129,40.67673051,2014,7,1013341,185845,1,ROBBERY
-73.97035254,40.57568388,2014,7,992486,149015,1,ROBBERY
-73.9477302,40.66970413,2014,7,998750,183272,1,FELONY ASSAULT
-73.95938098,40.71702042,2014,7,995510,200509,1,ROBBERY
-73.90557564,40.67723363,2014,7,1010441,186025,2,ROBBERY
-73.9569564,40.61712885,2014,7,996200,164116,1,ROBBERY
-73.91915897,40.69602645,2014,7,1006667,192868,1,ROBBERY
-73.97475687,40.75177889,2014,7,991244,213171,1,FELONY ASSAULT
-73.73128061,40.65939466,2014,7,1058806,179626,1,FELONY ASSAULT
-73.81293305,40.70133746,2014,7,1036119,194848,1,FELONY ASSAULT
-73.81656417,40.66880671,2014,7,1035137,182994,1,RAPE
-73.79056879,40.68186592,2014,7,1042337,187768,1,FELONY ASSAULT
-73.804756,40.68321934,2014,7,1038401,188252,1,FELONY ASSAULT
-73.78686488,40.66753958,2014,7,1043377,182551,1,ROBBERY
-73.9578575,40.63899692,2014,3,995946,172083,2,FELONY ASSAULT
-73.77472462,40.66635266,2014,7,1046746,182127,2,ROBBERY
-73.81533587,40.76221464,2014,7,1035406,217026,2,FELONY ASSAULT
-73.79954181,40.68700366,2014,7,1039844,189634,1,FELONY ASSAULT
-73.92857264,40.68799873,2014,3,1004059,189941,1,ROBBERY
-73.87753527,40.82390582,2014,7,1018144,239472,1,FELONY ASSAULT
-73.90851551,40.84425916,2014,7,1009562,246877,1,FELONY ASSAULT
-73.8890582,40.83658983,2014,7,1014949,244089,1,FELONY ASSAULT
-73.87620864,40.8339336,2014,7,1018506,243126,1,ROBBERY
-73.99665145,40.66328494,2014,7,985179,180929,1,FELONY ASSAULT
-73.93704622,40.61932099,2014,7,1001727,164918,1,FELONY ASSAULT
-73.91538682,40.67331623,2014,7,1007721,184595,1,FELONY ASSAULT
-73.98642016,40.68989752,2014,7,988016,190625,1,ROBBERY
-73.94231723,40.80555581,2014,7,1000219,232768,1,RAPE
-73.95128637,40.8202003,2014,7,997733,238102,1,FELONY ASSAULT
-73.94648835,40.79774359,2014,7,999066,229921,1,ROBBERY
-73.79199538,40.70651934,2014,7,1041920,196749,1,ROBBERY
-73.79262207,40.71260288,2014,7,1041741,198965,1,ROBBERY
-73.79324105,40.7060934,2014,7,1041575,196593,1,ROBBERY
-73.95472204,40.65597771,2014,3,996813,178270,1,ROBBERY
-73.80868368,40.72174881,2014,7,1037281,202287,1,ROBBERY
-73.89607979,40.85055596,2014,7,1013000,249175,1,FELONY ASSAULT
-73.90733306,40.8472719,2014,7,1009888,247975,1,FELONY ASSAULT
-73.90398655,40.85195712,2014,7,1010812,249683,1,ROBBERY
-73.95321973,40.67056012,2014,7,997227,183583,3,FELONY ASSAULT
-73.94789419,40.63513367,2014,7,998712,170677,1,ROBBERY
-73.92046034,40.67527139,2014,7,1006313,185306,1,FELONY ASSAULT
-73.92663493,40.65321844,2014,7,1004607,177270,1,FELONY ASSAULT
-73.89844104,40.64636798,2014,3,1012433,174782,1,FELONY ASSAULT
-74.00511015,40.60332499,2014,7,982831,159084,1,ROBBERY
-73.98182101,40.69585578,2014,7,989291,192796,1,FELONY ASSAULT
-73.89602915,40.67252085,2014,7,1013091,184311,1,ROBBERY
-73.91314345,40.67135479,2014,7,1008344,183881,1,FELONY ASSAULT
-73.92102772,40.6619349,2014,7,1006160,180447,1,FELONY ASSAULT
-73.92181769,40.66141393,2014,7,1005941,180257,1,FELONY ASSAULT
-73.92367186,40.67898175,2014,7,1005421,186657,1,FELONY ASSAULT
-73.94171787,40.71038423,2014,7,1000408,198094,1,RAPE
-73.93721947,40.81043327,2014,7,1001629,234546,1,FELONY ASSAULT
-73.82061516,40.58465218,2014,7,1034076,152332,1,FELONY ASSAULT
-73.7640527,40.69855776,2014,7,1049675,193868,1,FELONY ASSAULT
-73.7604504,40.66530002,2014,7,1050707,181754,2,FELONY ASSAULT
-73.77708954,40.71265345,2014,7,1046047,198994,1,ROBBERY
-73.90513183,40.85996712,2014,7,1010492,252601,1,FELONY ASSAULT
-73.88842878,40.85203645,2014,7,1015116,249717,2,FELONY ASSAULT
-73.8619582,40.85558691,2014,7,1022437,251021,1,ROBBERY
-73.97783971,40.72845462,2014,3,990392,204673,1,FELONY ASSAULT
-73.90056467,40.85838781,2014,7,1011756,252027,1,FELONY ASSAULT
-73.85221686,40.84221085,2014,7,1025140,246152,1,ROBBERY
-73.94880676,40.5962184,2014,7,998467,156499,1,ROBBERY
-73.923412,40.66038571,2014,7,1005499,179882,1,ROBBERY
-73.89275764,40.68036516,2014,7,1013995,187170,1,ROBBERY
-73.93652931,40.67046429,2014,7,1001857,183551,2,ROBBERY
-73.93090876,40.67102922,2014,7,1003416,183758,1,ROBBERY
-73.93858803,40.70924352,2014,7,1001276,197679,1,ROBBERY
-73.98100736,40.58981363,2014,7,989525,154162,2,FELONY ASSAULT
-73.9783388,40.59160826,2014,7,990266,154816,1,FELONY ASSAULT
-73.93883085,40.82197294,2014,7,1001180,238750,2,FELONY ASSAULT
-73.93910295,40.82864,2014,7,1001103,241179,1,FELONY ASSAULT
-73.98670036,40.7313517,2014,7,987936,205728,1,FELONY ASSAULT
-73.94020912,40.82008529,2014,7,1000799,238062,1,ROBBERY
-73.73273258,40.69281857,2014,7,1058366,191802,1,FELONY ASSAULT
-73.90421556,40.77325239,2014,7,1010780,221008,1,FELONY ASSAULT
-73.74906194,40.59768779,2014,7,1053937,157130,2,FELONY ASSAULT
-73.74906194,40.59768779,2014,7,1053937,157130,1,RAPE
-73.86914219,40.86600044,2014,7,1020444,254812,1,FELONY ASSAULT
-73.90604284,40.87020284,2014,7,1010236,256330,1,FELONY ASSAULT
-73.90394087,40.86106675,2014,7,1010821,253002,1,RAPE
-73.91990697,40.81485252,2014,7,1006420,236160,1,ROBBERY
-73.91990697,40.81485252,2014,7,1006420,236160,1,FELONY ASSAULT
-73.87999328,40.8693992,2014,7,1017441,256046,2,FELONY ASSAULT
-73.97290927,40.6444526,2014,7,991768,174069,1,FELONY ASSAULT
-74.03001727,40.62961355,2014,7,975918,168663,1,FELONY ASSAULT
-73.93929771,40.67061126,2014,7,1001089,183604,1,ROBBERY
-73.92501172,40.70259864,2014,7,1005042,195261,1,ROBBERY
-73.88867679,40.67361737,2014,7,1015130,184713,1,ROBBERY
-73.98621517,40.58259555,2014,7,988079,151532,1,ROBBERY
-73.8902087,40.67594092,2014,7,1014704,185559,1,MURDER
-73.99478427,40.57196838,2014,7,985699,147660,1,FELONY ASSAULT
-73.93910355,40.7174424,2014,7,1001131,200666,1,FELONY ASSAULT
-73.95996693,40.58229571,2014,7,995370,151425,1,FELONY ASSAULT
-73.99940606,40.57399416,2014,7,984415,148398,1,FELONY ASSAULT
-73.9074524,40.66277292,2014,7,1009926,180756,1,FELONY ASSAULT
