longitude,latitude,YR,MO,X,Y,TOT,CR
-73.89925092,40.67561433,2014,4,1012196,185437,1,FELONY ASSAULT
-73.94354647,40.59131647,2014,4,999929,154714,1,FELONY ASSAULT
-73.98176181,40.70131237,2014,4,989307,194784,1,FELONY ASSAULT
-73.8847471,40.65704601,2014,4,1016228,178677,1,FELONY ASSAULT
-73.94078429,40.81929511,2014,4,1000640,237774,1,RAPE
-73.95544936,40.80274829,2014,4,996584,231743,1,ROBBERY
-73.97254825,40.79497233,2014,4,991851,228908,1,ROBBERY
-73.94684924,40.811665,2014,4,998963,234993,1,FELONY ASSAULT
-73.94712242,40.81339705,2014,4,998887,235624,1,FELONY ASSAULT
-73.7402506,40.76055746,2014,4,1056208,216475,1,FELONY ASSAULT
-73.71542347,40.72659547,2014,4,1063126,204123,1,FELONY ASSAULT
-74.07342563,40.59690352,2014,4,963859,156753,1,FELONY ASSAULT
-74.11565862,40.56260812,2014,4,952114,144271,1,FELONY ASSAULT
-74.10948333,40.63767345,2014,4,953864,171617,2,FELONY ASSAULT
-73.87656201,40.87915022,2014,4,1018385,259600,1,ROBBERY
-73.88883953,40.87013266,2014,4,1014994,256310,2,ROBBERY
-73.90863701,40.82421462,2014,4,1009536,239574,1,FELONY ASSAULT
-73.9021151,40.8513078,2014,4,1011330,249447,2,FELONY ASSAULT
-73.95381064,40.70741165,2014,4,997056,197009,1,ROBBERY
-73.92311087,40.70275109,2014,4,1005569,195317,1,MURDER
-73.95160169,40.64496986,2014,4,997681,174260,1,FELONY ASSAULT
-73.87151921,40.6873618,2014,4,1019882,189727,1,ROBBERY
-73.88168309,40.67764796,2014,4,1017068,186184,1,FELONY ASSAULT
-73.86774482,40.67602434,2014,4,1020935,185598,1,FELONY ASSAULT
-73.91270207,40.68082942,2014,4,1008463,187333,1,FELONY ASSAULT
-73.91985217,40.68935714,2014,4,1006477,190438,1,RAPE
-73.99730746,40.57417803,2014,4,984998,148465,1,FELONY ASSAULT
-73.95187871,40.81046777,2014,4,997571,234556,1,ROBBERY
-73.94589657,40.78374243,2014,4,999233,224820,1,ROBBERY
-73.89898509,40.8677788,2014,4,1012189,255449,1,ROBBERY
-73.85171211,40.88543376,2014,4,1025253,261900,1,ROBBERY
-73.85452019,40.88632936,2014,4,1024476,262225,1,ROBBERY
-73.82872498,40.88564622,2014,4,1031609,261989,1,FELONY ASSAULT
-73.89157575,40.86178589,2014,4,1014241,253268,1,ROBBERY
-73.87658103,40.87085303,2014,4,1018384,256577,1,FELONY ASSAULT
-73.89585748,40.85633885,2014,4,1013059,251282,1,FELONY ASSAULT
-73.90469295,40.83323056,2014,4,1010624,242860,1,ROBBERY
-73.92050293,40.70003475,2014,4,1006293,194328,1,FELONY ASSAULT
-73.95325545,40.64016991,2014,4,997223,172511,1,ROBBERY
-73.98438032,40.63901731,2014,4,988585,172088,1,RAPE
-73.89689008,40.66828369,2014,4,1012854,182767,1,FELONY ASSAULT
-73.9843018,40.7430166,2014,4,988600,209978,1,ROBBERY
-73.9399212,40.84686531,2014,4,1000872,247819,1,ROBBERY
-73.99133802,40.75001371,2014,4,986650,212527,1,ROBBERY
-73.98478716,40.75102035,2014,4,988465,212894,1,ROBBERY
-73.96661257,40.80580969,2014,4,993493,232857,1,FELONY ASSAULT
-73.99552641,40.72371922,2014,2,985490,202947,1,FELONY ASSAULT
-73.99875555,40.71187017,2014,4,984595,198630,1,FELONY ASSAULT
-73.77500995,40.59779368,2014,4,1046731,157149,1,FELONY ASSAULT
-73.87835061,40.75343014,2014,4,1017954,213795,1,ROBBERY
-73.87294717,40.74977379,2014,4,1019453,212465,1,RAPE
-73.83153982,40.76386711,2014,4,1030916,217619,1,FELONY ASSAULT
-73.94577508,40.75555389,2014,4,999273,214550,1,FELONY ASSAULT
-74.24479397,40.50020777,2014,4,916170,121611,1,ROBBERY
-73.94114175,40.84404987,2014,6,1000535,246793,1,ROBBERY
-74.14267529,40.63782371,2014,4,944652,171685,1,FELONY ASSAULT
-74.14650337,40.54172057,2014,4,943531,136674,3,FELONY ASSAULT
-73.85924434,40.89614473,2014,4,1023164,265799,1,FELONY ASSAULT
-73.90982178,40.81114793,2014,4,1009213,234813,1,ROBBERY
-73.96827205,40.75723109,2014,2,993040,215158,1,ROBBERY
-73.90310116,40.66820125,2014,4,1011131,182735,1,ROBBERY
-73.95329287,40.68965279,2014,4,997203,190539,1,ROBBERY
-73.92689141,40.63293738,2014,4,1004542,169881,1,ROBBERY
-73.89311495,40.66888684,2014,4,1013901,182988,1,ROBBERY
-73.90593934,40.66219803,2014,4,1010346,180547,1,ROBBERY
-73.94124368,40.8186723,2014,2,1000513,237547,1,FELONY ASSAULT
-73.90651465,40.66834132,2014,4,1010184,182785,1,ROBBERY
-73.9994083,40.72753177,2014,4,984414,204336,2,FELONY ASSAULT
-73.95009081,40.82458584,2014,4,998063,239700,1,FELONY ASSAULT
-73.94703342,40.81174468,2014,2,998912,235022,1,MURDER
-73.87220471,40.74547743,2014,4,1019661,210900,1,ROBBERY
-73.86585363,40.74158364,2014,4,1021423,209484,1,FELONY ASSAULT
-73.91928216,40.74023365,2014,4,1006618,208974,1,ROBBERY
-73.91516923,40.80753719,2014,4,1007734,233496,1,FELONY ASSAULT
-73.91703903,40.80573527,2014,4,1007217,232839,1,FELONY ASSAULT
-74.00863394,40.64500168,2014,4,981854,174268,1,FELONY ASSAULT
-73.93267226,40.6988897,2014,4,1002919,193908,1,ROBBERY
-73.92607721,40.65241935,2014,4,1004762,176979,1,ROBBERY
-73.96838499,40.67898351,2014,4,993019,186650,1,FELONY ASSAULT
-73.91363744,40.61558659,2014,4,1008227,163563,1,ROBBERY
-73.94973182,40.67800797,2014,4,998193,186297,1,ROBBERY
-73.97977131,40.68844731,2014,4,989860,190097,1,ROBBERY
-73.89317158,40.66053452,2014,4,1013889,179945,1,FELONY ASSAULT
-73.9744484,40.68088989,2014,4,991337,187344,2,FELONY ASSAULT
-73.9403988,40.6607471,2014,4,1000786,180010,1,FELONY ASSAULT
-73.94372482,40.83683806,2014,4,999822,244165,1,ROBBERY
-73.99967512,40.76139649,2014,4,984340,216674,1,FELONY ASSAULT
-73.97698315,40.74316359,2014,4,990628,210032,1,ROBBERY
-73.93348002,40.85076474,2014,4,1002653,249241,1,ROBBERY
-73.93553915,40.81844967,2014,4,1002092,237467,1,FELONY ASSAULT
-73.86588,40.73923965,2014,4,1021417,208630,1,ROBBERY
-73.78662067,40.58950454,2014,4,1043514,154121,1,FELONY ASSAULT
-73.94832507,40.79522476,2014,6,998558,229003,1,ROBBERY
-73.94832507,40.79522476,2014,6,998558,229003,1,FELONY ASSAULT
-73.93031023,40.85399613,2014,6,1003529,250419,1,FELONY ASSAULT
-73.94873723,40.79465953,2014,6,998444,228797,1,ROBBERY
-73.7814268,40.67700438,2014,6,1044877,186003,1,FELONY ASSAULT
-73.79955522,40.70653275,2014,6,1039824,196749,1,FELONY ASSAULT
-73.78781833,40.72702886,2014,6,1043060,204224,1,FELONY ASSAULT
-73.78657491,40.71197151,2014,6,1043418,198739,1,ROBBERY
-73.7778523,40.69808567,2014,6,1045849,193686,1,FELONY ASSAULT
-73.7884167,40.70560704,2014,6,1042913,196419,1,FELONY ASSAULT
-73.87947708,40.84500099,2014,6,1017596,247157,1,FELONY ASSAULT
-73.90902039,40.8503583,2014,6,1009420,249099,1,FELONY ASSAULT
-73.90314542,40.85617503,2014,6,1011043,251220,2,FELONY ASSAULT
-73.85910267,40.8315837,2014,6,1023241,242277,1,ROBBERY
-73.90800274,40.85176827,2014,6,1009701,249613,1,ROBBERY
-74.10611422,40.57409063,2014,2,954771,148451,1,FELONY ASSAULT
-73.96113055,40.65517309,2014,6,995035,177976,1,FELONY ASSAULT
-73.95878911,40.64743199,2014,6,995686,175156,1,ROBBERY
-73.92345733,40.69941369,2014,6,1005474,194101,1,FELONY ASSAULT
-73.94424171,40.70304049,2014,6,999710,195418,1,ROBBERY
-73.9823573,40.69975618,2014,6,989142,194217,1,FELONY ASSAULT
-73.94434386,40.82259878,2014,6,999654,238977,1,ROBBERY
-74.00110422,40.73915305,2014,6,983944,208570,1,ROBBERY
-73.90285643,40.84860764,2014,2,1011126,248463,1,FELONY ASSAULT
-73.95852516,40.77059215,2014,6,995738,220027,1,FELONY ASSAULT
-73.9682381,40.79814687,2014,6,993044,230065,1,FELONY ASSAULT
-73.93721947,40.81043327,2014,6,1001629,234546,3,FELONY ASSAULT
-73.99615497,40.70954255,2014,6,985316,197782,1,FELONY ASSAULT
-73.94501271,40.78710706,2014,6,999477,226046,1,ROBBERY
-73.99574366,40.71145015,2014,6,985430,198477,1,RAPE
-73.75248451,40.60403572,2014,6,1052980,159440,1,FELONY ASSAULT
-73.76715117,40.71078106,2014,6,1048804,198319,1,FELONY ASSAULT
-73.75967128,40.6994627,2014,6,1050889,194201,1,FELONY ASSAULT
-73.75383731,40.66982319,2014,6,1052537,183407,1,FELONY ASSAULT
-73.88417289,40.85283371,2014,6,1016293,250009,1,FELONY ASSAULT
-73.90738566,40.86140991,2014,6,1009868,253126,1,FELONY ASSAULT
-73.9278837,40.83824002,2014,6,1004205,244679,1,ROBBERY
-73.90603627,40.84671093,2014,6,1010247,247771,1,FELONY ASSAULT
-73.90541865,40.65828629,2014,6,1010492,179122,1,ROBBERY
-73.88022927,40.87889334,2014,2,1017371,259505,1,FELONY ASSAULT
-74.00093706,40.65584938,2014,6,983990,178220,1,ROBBERY
-73.89049885,40.67268864,2014,6,1014625,184374,1,FELONY ASSAULT
-73.95306261,40.68893083,2014,6,997267,190276,1,ROBBERY
-73.91293561,40.80847697,2014,2,1008352,233839,2,FELONY ASSAULT
-73.94218776,40.81737727,2014,6,1000252,237075,1,FELONY ASSAULT
-73.93506523,40.80058674,2014,6,1002228,230959,1,FELONY ASSAULT
-73.94516592,40.81592127,2014,6,999428,236544,2,FELONY ASSAULT
-73.88536271,40.87138084,2014,2,1015955,256766,1,FELONY ASSAULT
-73.93993058,40.82046941,2014,6,1000876,238202,1,ROBBERY
-73.98211582,40.76639877,2014,6,989204,218497,2,FELONY ASSAULT
-73.91131288,40.76840811,2014,6,1008816,219241,1,FELONY ASSAULT
-73.88744597,40.87530231,2014,2,1015377,258194,1,FELONY ASSAULT
-74.08613388,40.63934293,2014,6,960345,172218,1,FELONY ASSAULT
-73.90244938,40.87477527,2014,6,1011228,257997,1,RAPE
-73.90604284,40.87020284,2014,6,1010236,256330,2,ROBBERY
-73.92089303,40.81502063,2014,2,1006147,236221,1,ROBBERY
-73.91162903,40.83486644,2014,6,1008704,243454,1,ROBBERY
-73.89070852,40.87032383,2014,6,1014477,256379,1,ROBBERY
-73.87737231,40.87312099,2014,6,1018164,257403,1,FELONY ASSAULT
-73.92093401,40.82005722,2014,6,1006134,238056,1,ROBBERY
-73.91885461,40.82165595,2014,6,1006709,238639,1,ROBBERY
-73.91885461,40.82165595,2014,6,1006709,238639,1,FELONY ASSAULT
-73.95987411,40.58099739,2014,6,995396,150952,1,FELONY ASSAULT
-74.02477748,40.63517849,2014,6,977373,170690,1,ROBBERY
-73.90338355,40.66735884,2014,6,1011053,182428,1,MURDER
-73.87606693,40.87703079,2014,2,1018523,258828,1,ROBBERY
-73.95996693,40.58229571,2014,6,995370,151425,1,FELONY ASSAULT
-73.90764048,40.6675133,2014,6,1009872,182483,1,ROBBERY
-73.99100791,40.57524819,2014,6,986748,148855,1,FELONY ASSAULT
-73.92194328,40.81282557,2014,2,1005857,235421,1,ROBBERY
-73.90819507,40.66266097,2014,6,1009720,180715,1,FELONY ASSAULT
-73.97263413,40.57727918,2014,6,991852,149596,1,FELONY ASSAULT
-74.00077939,40.73390783,2014,6,984034,206659,1,RAPE
-73.99778049,40.74626743,2014,6,984865,211162,2,ROBBERY
-73.99259696,40.75592873,2014,6,986301,214682,3,FELONY ASSAULT
-73.95934693,40.81424463,2014,6,995503,235931,1,ROBBERY
-73.95893836,40.81479892,2014,6,995616,236133,3,FELONY ASSAULT
-73.76363152,40.59763634,2014,6,1049891,157100,1,ROBBERY
-73.70719341,40.75296577,2014,6,1065375,213738,1,FELONY ASSAULT
-73.86343232,40.76264949,2014,6,1022082,217160,1,FELONY ASSAULT
-73.87714284,40.68223795,2014,2,1018325,187858,1,FELONY ASSAULT
-74.15404072,40.62900649,2014,6,941492,168478,1,FELONY ASSAULT
-74.12238218,40.57076696,2014,6,950250,147246,1,MURDER
-73.84840865,40.87502708,2014,6,1026173,258110,1,ROBBERY
-73.91706825,40.81126865,2014,6,1007207,234855,1,ROBBERY
-73.86626229,40.88496847,2014,6,1021230,261724,1,FELONY ASSAULT
-73.86378787,40.88180369,2014,6,1021916,260572,1,ROBBERY
-73.88394017,40.88262717,2014,6,1016343,260864,1,RAPE
-73.88210274,40.88076441,2014,6,1016852,260186,1,FELONY ASSAULT
-73.90620405,40.83025653,2014,6,1010207,241776,1,FELONY ASSAULT
-73.88524732,40.87748218,2014,6,1015984,258989,1,FELONY ASSAULT
-73.87877994,40.8844361,2014,6,1017769,261525,1,ROBBERY
-73.9494438,40.66321624,2014,2,998276,180908,1,ROBBERY
-73.96478264,40.65288237,2014,6,994022,177141,1,FELONY ASSAULT
-73.97644104,40.69437812,2014,6,990783,192258,2,FELONY ASSAULT
-73.94331208,40.6511089,2014,6,999980,176498,1,ROBBERY
-73.90657336,40.69333802,2014,6,1010158,191892,1,ROBBERY
-73.96316092,40.71155961,2014,6,994463,198519,1,FELONY ASSAULT
-73.8812714,40.67601165,2014,6,1017183,185588,1,FELONY ASSAULT
-73.94235704,40.65113862,2014,6,1000245,176509,2,FELONY ASSAULT
-73.97162931,40.69702574,2014,6,992117,193223,1,ROBBERY
-73.99768082,40.60287768,2014,6,984894,158921,2,FELONY ASSAULT
-73.95590601,40.70772263,2014,6,996475,197122,1,FELONY ASSAULT
-73.9408356,40.59496294,2014,6,1000681,156043,1,ROBBERY
-73.98089707,40.73620361,2014,6,989544,207496,1,ROBBERY
-73.97640597,40.64060792,2014,2,990798,172668,2,FELONY ASSAULT
-73.93190603,40.80292343,2014,6,1003102,231811,1,ROBBERY
-73.90109027,40.7480475,2014,6,1011656,211826,1,FELONY ASSAULT
-73.85707231,40.7539821,2014,6,1023849,214005,1,FELONY ASSAULT
-73.86305249,40.75250171,2014,6,1022193,213463,1,FELONY ASSAULT
-73.90129272,40.74537977,2014,6,1011601,210854,1,FELONY ASSAULT
-73.87318447,40.75593327,2014,6,1019384,214709,1,FELONY ASSAULT
-73.85822867,40.89919009,2014,6,1023443,266909,1,FELONY ASSAULT
-73.86405347,40.81381209,2014,6,1021881,235800,1,FELONY ASSAULT
-73.99801469,40.63813453,2014,6,984801,171766,1,FELONY ASSAULT
-73.90995172,40.68039088,2014,2,1009226,187174,2,FELONY ASSAULT
-73.95898725,40.66511668,2014,6,995628,181599,2,FELONY ASSAULT
-73.91498832,40.65787655,2014,6,1007837,178970,1,ROBBERY
-73.88607501,40.68355091,2014,6,1015847,188333,1,FELONY ASSAULT
-73.87646446,40.68447971,2014,2,1018512,188675,1,FELONY ASSAULT
-73.94459118,40.65575095,2014,6,999624,178189,1,FELONY ASSAULT
-73.93857858,40.69209422,2014,6,1001283,191431,1,FELONY ASSAULT
-73.93902569,40.84197651,2014,6,1001121,246038,1,FELONY ASSAULT
-73.99079401,40.74292124,2014,6,986801,209943,1,FELONY ASSAULT
-73.82047866,40.68766678,2014,5,1034037,189863,1,ROBBERY
-73.75457393,40.6067905,2014,5,1052397,160442,1,FELONY ASSAULT
-73.79993064,40.67999142,2014,5,1039742,187079,1,FELONY ASSAULT
-73.76547914,40.68160891,2014,5,1049296,187692,1,ROBBERY
-73.96963598,40.68702054,2014,2,992671,189578,1,ROBBERY
-73.75077106,40.67715066,2014,5,1053380,186079,1,FELONY ASSAULT
-73.95590601,40.70772263,2014,2,996475,197122,1,ROBBERY
-73.80354983,40.66795905,2014,5,1038748,182693,1,ROBBERY
-73.74426585,40.68032857,2014,5,1055181,187242,1,ROBBERY
-73.85855846,40.83940822,2014,5,1023387,245128,1,FELONY ASSAULT
-73.86374549,40.8389561,2014,5,1021952,244961,1,ROBBERY
-73.86045188,40.88780235,2014,6,1022835,262759,1,FELONY ASSAULT
-73.91639956,40.65914842,2014,2,1007445,179433,1,ROBBERY
-73.91342291,40.83930875,2014,5,1008206,245072,1,FELONY ASSAULT
-73.87499935,40.83516467,2014,5,1018840,243575,1,ROBBERY
-73.88149031,40.87540065,2014,5,1017024,258232,1,FELONY ASSAULT
-73.92817214,40.81878292,2014,5,1004131,237590,1,FELONY ASSAULT
-73.94237577,40.63779622,2014,5,1000243,171648,1,FELONY ASSAULT
-73.93960662,40.69572335,2014,2,1000997,192753,1,FELONY ASSAULT
-73.86868794,40.68956814,2014,5,1020666,190532,1,RAPE
-73.89776985,40.63286577,2014,5,1012625,169863,1,RAPE
-73.90886632,40.66733312,2014,2,1009532,182417,1,ROBBERY
-73.9676006,40.60896383,2014,5,993246,161140,1,ROBBERY
-73.94303092,40.6765062,2014,5,1000052,185751,1,FELONY ASSAULT
-73.95471502,40.77782035,2014,5,996792,222661,1,FELONY ASSAULT
-73.96943606,40.79278125,2014,5,992713,228110,1,ROBBERY
-73.93661867,40.80403773,2014,5,1001797,232216,2,FELONY ASSAULT
-73.93941769,40.70520093,2014,2,1001047,196206,1,FELONY ASSAULT
-73.95201255,40.79017605,2014,5,997538,227163,1,FELONY ASSAULT
-73.92278857,40.86891702,2014,5,1005605,255857,1,ROBBERY
-74.00685075,40.72045558,2014,5,982351,201758,1,RAPE
-73.95197352,40.81926189,2014,5,997543,237760,1,FELONY ASSAULT
-73.94363249,40.81358203,2014,5,999853,235692,1,FELONY ASSAULT
-73.76429615,40.66845898,2014,5,1049637,182902,1,FELONY ASSAULT
-73.78137235,40.66831978,2014,5,1044900,182839,1,RAPE
-73.8225347,40.76596705,2014,5,1033409,218389,1,ROBBERY
-73.90652987,40.69863539,2014,5,1010168,193822,2,FELONY ASSAULT
-73.997467,40.73349884,2014,2,984952,206510,1,ROBBERY
-73.81320399,40.73206556,2014,5,1036020,206043,1,FELONY ASSAULT
-74.06700981,40.59786538,2014,5,965641,157102,1,ROBBERY
-73.87165434,40.82696802,2014,5,1019770,240590,1,FELONY ASSAULT
-73.85476642,40.84149223,2014,5,1024435,245889,1,RAPE
-73.86441214,40.83990655,2014,5,1021767,245307,1,RAPE
-73.91828195,40.84959671,2014,5,1006858,248819,1,FELONY ASSAULT
-73.88573806,40.84232029,2014,5,1015865,246178,1,FELONY ASSAULT
-73.90800274,40.85176827,2014,5,1009701,249613,1,ROBBERY
-73.93184106,40.67589352,2014,5,1003156,185530,1,FELONY ASSAULT
-73.95234787,40.81110474,2014,2,997441,234788,1,ROBBERY
-73.96222958,40.70644856,2014,5,994722,196657,1,FELONY ASSAULT
-73.98452137,40.60566263,2014,5,988548,159936,1,ROBBERY
-73.98763629,40.68480611,2014,5,987679,188770,1,ROBBERY
-73.90964969,40.68244648,2014,5,1009309,187923,1,FELONY ASSAULT
-73.89674035,40.66021664,2014,6,1012899,179828,1,FELONY ASSAULT
-73.98691535,40.68388104,2014,5,987879,188433,1,ROBBERY
-73.94245139,40.70887772,2014,5,1000205,197545,1,ROBBERY
-73.98357416,40.59123035,2014,5,988812,154678,1,FELONY ASSAULT
-73.94785038,40.82489775,2014,5,998683,239814,1,ROBBERY
-73.95226657,40.80357867,2014,5,997465,232046,1,ROBBERY
-73.94369759,40.8305801,2014,5,999831,241885,1,FELONY ASSAULT
-73.94515526,40.79378231,2014,5,999436,228478,2,ROBBERY
-73.91493752,40.70619002,2014,5,1007834,196572,2,ROBBERY
-73.79644654,40.70876703,2014,5,1040684,197565,2,FELONY ASSAULT
-73.79043501,40.59134784,2014,5,1042453,154790,1,FELONY ASSAULT
-73.80057843,40.71534799,2014,5,1039533,199960,1,ROBBERY
-73.7884167,40.70560704,2014,5,1042913,196419,1,FELONY ASSAULT
-73.84951096,40.83213425,2014,5,1025895,242482,1,FELONY ASSAULT
-73.90446105,40.87141195,2014,5,1010673,256771,1,ROBBERY
-73.86383035,40.85576205,2014,5,1021919,251084,1,ROBBERY
-73.89464803,40.85307705,2014,5,1013395,250094,1,FELONY ASSAULT
-73.90379992,40.85853877,2014,5,1010861,252081,1,FELONY ASSAULT
-73.85588765,40.83275721,2014,5,1024130,242706,1,FELONY ASSAULT
-73.85206427,40.8295685,2014,5,1025190,241546,1,ROBBERY
-73.89641204,40.86235025,2014,5,1012903,253472,1,FELONY ASSAULT
-73.98438612,40.69120652,2014,5,988580,191102,1,RAPE
-73.91393392,40.65941285,2014,5,1008129,179530,1,FELONY ASSAULT
-73.9099258,40.67823072,2014,5,1009234,186387,1,ROBBERY
-73.86375165,40.67713132,2014,5,1022042,186003,2,FELONY ASSAULT
-73.93979785,40.59975757,2014,5,1000968,157790,1,FELONY ASSAULT
-73.98655083,40.61413606,2014,5,987984,163023,1,FELONY ASSAULT
-73.99072266,40.71109578,2014,5,986822,198348,1,ROBBERY
-73.96869709,40.79752394,2014,5,992917,229838,1,FELONY ASSAULT
-73.98650896,40.71436712,2014,5,987990,199540,2,ROBBERY
-73.95893836,40.81479892,2014,2,995616,236133,1,FELONY ASSAULT
-73.94285105,40.81908756,2014,5,1000068,237698,1,ROBBERY
-73.95159946,40.80700106,2014,5,997649,233293,1,FELONY ASSAULT
-73.99963565,40.71778239,2014,5,984351,200784,1,FELONY ASSAULT
-73.98205631,40.74610686,2014,5,989222,211104,1,ROBBERY
-73.93721947,40.81043327,2014,5,1001629,234546,1,FELONY ASSAULT
-73.75964595,40.59545144,2014,5,1051000,156307,1,FELONY ASSAULT
-73.7498972,40.71501299,2014,5,1053583,199874,1,FELONY ASSAULT
-73.92522766,40.80590006,2014,6,1004950,232897,1,ROBBERY
-73.89825919,40.86251658,2014,5,1012392,253532,1,ROBBERY
-73.88954433,40.85722776,2014,5,1014805,251608,1,FELONY ASSAULT
-73.90521611,40.87185996,2014,5,1010464,256934,1,FELONY ASSAULT
-73.91735021,40.82857431,2014,5,1007123,241160,1,FELONY ASSAULT
-73.90056467,40.85838781,2014,5,1011756,252027,1,FELONY ASSAULT
-73.88982154,40.8557349,2014,5,1014729,251064,1,ROBBERY
-73.85760415,40.86145528,2014,5,1023638,253161,1,FELONY ASSAULT
-73.95439518,40.63326998,2014,5,996908,169997,1,FELONY ASSAULT
-73.95497989,40.65840969,2014,5,996741,179156,1,FELONY ASSAULT
-73.95526401,40.63783215,2014,5,996666,171659,1,FELONY ASSAULT
-73.98823894,40.68191044,2014,5,987512,187715,1,ROBBERY
-73.93561296,40.80190727,2014,5,1002076,231440,1,ROBBERY
-73.92339373,40.76103891,2014,2,1005472,216553,1,FELONY ASSAULT
-73.95358733,40.805377,2014,5,997099,232701,1,FELONY ASSAULT
-73.73616119,40.66658633,2014,5,1057444,182242,1,ROBBERY
-73.92389828,40.76806853,2014,5,1005330,219114,1,FELONY ASSAULT
-73.86966419,40.7638397,2014,5,1020355,217591,1,FELONY ASSAULT
-74.07837347,40.64004566,2014,5,962499,172472,1,ROBBERY
-73.85945424,40.87043272,2014,5,1023121,256431,1,ROBBERY
-73.91833771,40.75707477,2014,2,1006874,215110,1,ROBBERY
-73.8378118,40.86996243,2014,5,1029107,256270,1,FELONY ASSAULT
-73.89444195,40.86220848,2014,5,1013448,253421,1,ROBBERY
-73.85951585,40.86865423,2014,5,1023105,255783,1,FELONY ASSAULT
-73.9196231,40.82255401,2014,5,1006496,238966,1,FELONY ASSAULT
-73.89955015,40.87906548,2014,5,1012028,259561,1,RAPE
-73.91924874,40.82139822,2014,5,1006600,238545,2,FELONY ASSAULT
-73.94592483,40.6244418,2014,5,999261,166782,1,FELONY ASSAULT
-73.83779744,40.68167045,2014,1,1029238,187669,1,ROBBERY
-73.92429786,40.80718948,2014,6,1005207,233367,1,ROBBERY
-73.91896105,40.66007525,2014,5,1006734,179770,2,ROBBERY
-73.93908696,40.70006804,2014,5,1001140,194336,1,ROBBERY
-73.8762977,40.6713595,2014,5,1018565,183895,2,RAPE
-73.95206822,40.73292622,2014,5,997534,206305,1,ROBBERY
-73.9611938,40.68274714,2014,5,995013,188022,1,FELONY ASSAULT
-73.99529534,40.57284125,2014,5,985557,147978,1,FELONY ASSAULT
-73.94086217,40.65034187,2014,5,1000660,176219,1,ROBBERY
-73.9528535,40.63278627,2014,5,997336,169821,1,ROBBERY
-73.98779333,40.57543454,2014,5,987641,148923,1,ROBBERY
-73.91142227,40.69973442,2014,5,1008811,194221,1,FELONY ASSAULT
-73.99034164,40.57749064,2014,5,986933,149672,3,FELONY ASSAULT
-73.83461235,40.76948457,2014,2,1030061,219664,1,FELONY ASSAULT
-73.95522833,40.819889,2014,5,996642,237988,1,ROBBERY
-73.95139054,40.81114276,2014,5,997706,234802,1,FELONY ASSAULT
-73.95034203,40.81233901,2014,5,997996,235238,1,FELONY ASSAULT
-73.9879829,40.76226046,2014,5,987579,216989,2,FELONY ASSAULT
-73.95433871,40.8211073,2014,5,996888,238432,1,FELONY ASSAULT
-73.94364281,40.78859679,2014,5,999856,226589,1,ROBBERY
-73.87565754,40.75949316,2014,5,1018697,216005,1,FELONY ASSAULT
-73.86585481,40.88438613,2014,5,1021343,261512,1,ROBBERY
-73.86425602,40.88099731,2014,5,1021787,260278,1,ROBBERY
-73.93959203,40.5884379,2014,5,1001028,153666,1,ROBBERY
-73.89552957,40.85796891,2014,2,1013149,251876,1,RAPE
-73.97998432,40.68754706,2014,5,989801,189769,1,FELONY ASSAULT
-73.94912169,40.66020782,2014,5,998366,179812,1,FELONY ASSAULT
-73.88588992,40.8802083,2014,2,1015805,259982,1,ROBBERY
-73.89424524,40.6835395,2014,5,1013581,188326,2,ROBBERY
-73.91947902,40.65795938,2014,5,1006591,178999,2,FELONY ASSAULT
-73.91179442,40.6992132,2014,5,1008708,194031,1,FELONY ASSAULT
-73.90537849,40.66626808,2014,5,1010500,182030,3,FELONY ASSAULT
-73.99054226,40.73683061,2014,5,986871,207724,1,ROBBERY
-73.9430531,40.80674739,2014,5,1000015,233202,1,ROBBERY
-73.77165892,40.69950632,2014,6,1047565,194208,1,ROBBERY
-73.95244029,40.81321821,2014,5,997415,235558,1,RAPE
-74.00667239,40.7406021,2014,5,982401,209098,1,FELONY ASSAULT
-73.85023853,40.89259275,2014,2,1025656,264509,1,FELONY ASSAULT
-73.82977303,40.75882241,2014,5,1031409,215782,1,ROBBERY
-73.86377183,40.75196734,2014,5,1021994,213268,1,FELONY ASSAULT
-73.8724266,40.75210351,2014,5,1019596,213314,1,FELONY ASSAULT
-73.94025742,40.76226207,2014,5,1000800,216995,1,FELONY ASSAULT
-73.78441783,40.59376037,2014,5,1044122,155673,1,FELONY ASSAULT
-73.80150638,40.76471682,2014,5,1039235,217946,1,RAPE
-73.86772103,40.74800029,2014,5,1020902,211821,1,FELONY ASSAULT
-73.89724311,40.85093577,2014,5,1012678,249313,1,FELONY ASSAULT
-73.90982178,40.81114793,2014,5,1009213,234813,1,FELONY ASSAULT
-73.92757365,40.64833058,2014,5,1004348,175489,1,ROBBERY
-73.87677998,40.89617027,2014,2,1018316,265801,1,ROBBERY
-73.91512823,40.69237849,2014,5,1007786,191540,1,FELONY ASSAULT
-73.92884343,40.62346908,2014,5,1004003,166431,1,ROBBERY
-73.92146429,40.80850505,2014,2,1005991,233847,1,ROBBERY
-73.92810163,40.61652155,2014,5,1004211,163900,1,FELONY ASSAULT
-73.97090679,40.68337581,2014,5,992319,188250,1,ROBBERY
-73.99813152,40.71193329,2014,5,984768,198653,1,FELONY ASSAULT
-73.95505649,40.76405836,2014,5,996700,217647,1,RAPE
-73.92932698,40.85741269,2014,5,1003800,251664,1,ROBBERY
